batch_id,temp_c,pressure_bar,cycle_time_s,motor_speed_rpm,material_density,hardness_hrc,feedstock_purity,grid_carbon_intensity,ambient_temp_c,tool_wear_index,yield_pct,quality_score,energy_kwh,carbon_kg
BATCH_01498,74.67,12.4,163.71,3437.4,2.7747,52.64,0.9276,452.77,21.79,0.7341,99.3,96.17,33.465,15.152
BATCH_01499,73.19,12.13,125.14,1967.9,2.7463,55.42,0.9859,119.2,27.56,0.8166,97.42,93.32,26.085,3.109
BATCH_01500,69.74,11.79,219.99,2746.1,2.7301,56.7,0.9794,155.8,25.15,0.7465,99.8,93.31,33.379,5.201
BATCH_01501,71.23,14.86,197.58,3317.7,2.8472,53.72,0.9564,455.59,31.06,0.6616,99.8,95.81,35.262,16.065
BATCH_01502,60.59,11.25,193.33,2836.6,2.8142,53.09,0.9539,90.54,23.01,0.6967,99.8,98.16,32.218,2.917
BATCH_01503,58.45,12.59,184.14,3026.0,2.737,55.97,0.9909,476.52,23.51,0.7013,99.8,95.53,32.774,15.617
BATCH_01504,64.97,12.6,145.45,2829.9,2.7955,54.48,0.9428,472.59,28.84,0.6938,99.8,97.51,30.454,14.392
BATCH_01505,63.64,11.5,167.91,2599.8,2.7039,55.95,0.9397,121.77,23.64,0.7116,98.83,95.74,30.307,3.691
BATCH_01506,61.37,9.76,201.04,2127.4,2.67,55.42,0.9942,168.27,29.98,0.7424,99.8,92.18,28.933,4.868
BATCH_01507,70.57,13.15,153.72,2861.6,2.7205,57.23,0.9839,492.84,26.16,0.7553,99.57,95.15,31.455,15.502
BATCH_01508,72.64,12.38,116.71,2567.3,2.7306,55.93,0.9848,103.88,14.59,0.7722,98.88,95.32,26.917,2.796
BATCH_01509,65.71,13.5,174.32,2559.9,2.6533,53.84,0.9354,469.08,28.71,0.7499,98.51,94.6,30.59,14.349
BATCH_01510,76.82,11.43,176.46,2650.3,2.813,56.59,0.9313,98.67,27.65,0.6512,98.89,96.36,30.429,3.002
BATCH_01511,55.87,14.94,183.39,3323.5,2.7218,52.64,0.9221,433.7,27.81,0.6875,99.8,94.33,36.04,15.631
BATCH_01512,63.45,10.75,198.21,3521.5,2.7661,49.11,0.9387,520.22,16.36,0.724,99.8,93.97,32.881,17.106
BATCH_01513,59.27,15.92,195.94,2865.2,2.6648,45.02,0.9812,145.47,21.35,0.7366,99.8,95.22,34.084,4.958
BATCH_01514,50.07,9.0,186.47,2660.6,2.685,54.52,0.939,141.53,21.65,0.7656,98.64,94.7,29.764,4.212
BATCH_01515,64.34,13.37,209.89,2446.8,2.8279,55.04,0.9776,432.08,20.64,0.7334,99.8,96.46,31.476,13.6
BATCH_01516,64.03,13.45,142.03,2940.6,2.7717,61.52,0.9399,159.24,30.97,0.7341,99.8,95.72,30.151,4.801
BATCH_01517,77.11,10.91,192.61,3334.9,2.8401,51.15,0.9512,471.77,23.95,0.7421,99.13,92.66,33.992,16.036
BATCH_01518,70.05,13.35,195.66,2725.8,2.8498,51.7,0.9977,167.04,23.85,0.7228,99.8,95.6,33.769,5.641
BATCH_01519,56.81,15.06,149.01,2086.3,2.7244,48.43,0.9393,423.28,26.21,0.7369,98.96,95.6,26.992,11.425
BATCH_01520,79.83,8.07,142.43,3001.0,2.7098,46.2,0.9497,83.02,26.28,0.7789,96.45,89.68,28.354,2.354
BATCH_01521,74.77,13.51,161.35,3095.6,2.8217,58.14,0.9438,92.25,10.66,0.731,99.57,95.12,32.775,3.024
BATCH_01522,69.66,7.51,163.46,2324.2,2.8497,49.24,0.9287,423.81,21.41,0.7336,99.8,94.76,26.87,11.388
BATCH_01523,63.19,10.57,198.84,2852.9,2.7759,55.35,0.9587,96.4,18.35,0.7339,99.12,94.43,32.016,3.086
BATCH_01524,57.32,15.76,164.64,2935.4,2.809,56.69,0.9499,128.09,25.6,0.7876,98.74,94.13,34.906,4.471
BATCH_01525,62.02,11.34,158.59,2778.1,2.8063,53.01,0.9749,105.83,22.84,0.6918,99.8,94.85,29.608,3.133
BATCH_01526,73.71,10.15,164.71,2562.8,2.7211,59.9,0.9846,484.49,24.06,0.8076,98.93,93.51,30.2,14.632
BATCH_01527,80.08,12.1,207.97,3104.8,2.7649,52.54,0.963,167.62,15.69,0.69,98.73,94.12,33.241,5.572
BATCH_01528,77.35,16.64,180.33,2679.0,2.8166,49.84,0.9225,119.84,22.76,0.7113,98.7,95.65,33.275,3.988
BATCH_01529,61.09,8.84,175.52,2354.4,2.7876,60.23,0.9689,168.88,28.46,0.7677,99.8,93.05,26.927,4.547
BATCH_01530,56.04,10.4,177.25,2185.2,2.6542,59.65,0.9244,157.2,29.64,0.7796,98.33,92.35,28.937,4.549
BATCH_01531,66.13,15.49,212.3,3178.3,2.7173,47.79,0.9687,426.33,26.88,0.6827,99.8,96.28,35.933,15.319
BATCH_01532,50.85,16.22,161.27,2985.0,2.6789,45.44,0.9741,69.77,18.66,0.6956,99.8,95.71,33.459,2.334
BATCH_01533,67.59,12.29,212.89,2826.4,2.6966,46.53,0.9356,114.55,29.04,0.7509,99.54,97.53,33.136,3.796
BATCH_01534,63.82,10.02,185.26,2667.9,2.8311,49.87,0.9847,454.83,26.9,0.834,98.17,92.84,31.17,14.177
BATCH_01535,61.27,16.69,175.99,2641.3,2.6574,61.53,0.992,125.16,23.53,0.7905,98.95,93.61,33.723,4.221
BATCH_01536,52.24,15.69,242.52,2477.3,2.694,54.49,0.9842,122.23,15.9,0.7312,99.8,94.99,34.36,4.2
BATCH_01537,69.11,13.86,153.61,2670.6,2.7119,51.35,0.9441,121.58,27.81,0.6448,99.8,94.78,29.195,3.549
BATCH_01538,60.74,10.88,171.16,2164.0,2.7734,60.11,0.9663,469.31,21.63,0.7453,99.8,95.34,27.836,13.064
BATCH_01539,55.64,12.4,149.19,2579.2,2.7568,52.7,0.9923,89.69,25.38,0.7569,99.69,94.38,29.838,2.676
BATCH_01540,42.02,12.18,203.81,2706.7,2.6937,50.36,0.9453,473.08,24.27,0.7276,99.26,95.18,33.733,15.958
BATCH_01541,64.78,13.16,222.23,2983.0,2.6828,61.0,0.9848,109.01,30.15,0.7093,99.8,95.84,34.916,3.806
BATCH_01542,79.18,15.4,221.75,2788.0,2.6974,59.44,0.9207,125.0,23.5,0.7502,97.49,92.86,36.136,4.517
BATCH_01543,78.29,14.26,210.6,3038.5,2.7505,59.34,0.9203,143.94,23.94,0.7066,98.35,92.5,33.591,4.835
BATCH_01544,61.34,10.35,175.06,3204.7,2.7042,53.71,0.98,422.46,30.31,0.8196,98.16,93.61,34.027,14.375
BATCH_01545,60.18,15.25,170.87,3117.5,2.8395,58.42,0.9802,112.97,21.37,0.8058,98.65,92.3,34.871,3.939
BATCH_01546,68.75,13.13,138.22,2941.2,2.7428,48.05,0.9823,117.04,27.26,0.7719,99.3,93.92,30.654,3.588
BATCH_01547,57.01,13.87,230.9,2803.6,2.6618,54.74,0.9935,385.73,23.21,0.7496,99.8,95.95,34.899,13.462
BATCH_01548,67.41,15.43,191.72,2505.8,2.7959,61.73,0.9293,142.5,19.99,0.7201,99.8,97.24,31.635,4.508
BATCH_01549,71.13,10.28,167.7,3022.0,2.7158,49.95,0.9383,101.99,24.0,0.7461,99.71,93.05,30.147,3.075
BATCH_01550,74.82,12.43,213.2,3303.9,2.7807,58.5,0.9914,106.11,26.77,0.813,98.71,92.98,37.317,3.96
BATCH_01551,64.2,11.44,155.68,2902.6,2.7059,53.34,0.934,476.99,29.41,0.7826,98.93,94.04,29.79,14.21
BATCH_01552,63.37,9.36,190.17,3375.2,2.7641,45.68,0.9739,479.97,29.9,0.7564,99.8,92.97,32.114,15.413
BATCH_01553,57.98,13.19,175.68,2342.3,2.8044,57.97,0.9619,107.69,22.82,0.7857,99.12,94.49,29.735,3.202
BATCH_01554,58.38,17.52,195.97,2453.8,2.8356,47.87,0.9266,468.71,20.05,0.771,99.05,94.2,33.012,15.473
BATCH_01555,63.19,8.82,178.41,3056.6,2.7022,55.74,0.9425,462.51,22.73,0.7655,99.8,94.43,30.839,14.263
BATCH_01556,67.94,12.44,143.73,2879.3,2.717,46.46,0.9611,118.13,19.27,0.7893,98.54,92.67,31.337,3.702
BATCH_01557,72.31,13.78,181.89,3194.1,2.7429,61.1,0.9873,359.23,23.13,0.7712,99.8,94.49,33.746,12.122
BATCH_01558,58.57,12.75,206.22,2795.4,2.8354,49.96,0.9759,161.78,22.63,0.7853,98.24,94.53,32.297,5.225
BATCH_01559,76.94,12.27,179.27,2539.6,2.8303,48.85,0.9691,145.68,26.91,0.7579,99.03,93.63,30.828,4.491
BATCH_01560,62.83,9.9,199.38,2735.9,2.668,47.2,0.9592,119.58,15.18,0.7417,99.8,94.36,30.97,3.703
BATCH_01561,64.83,12.97,153.86,2340.2,2.6764,61.08,0.9436,136.05,21.07,0.7304,98.89,94.74,29.519,4.016
BATCH_01562,59.02,10.99,179.34,2461.4,2.7491,57.1,0.9294,490.27,21.1,0.7261,99.8,95.52,29.028,14.232
BATCH_01563,45.61,8.12,164.39,3091.7,2.6713,57.61,0.9523,325.21,28.75,0.689,99.8,96.05,29.188,9.492
BATCH_01564,72.07,14.89,198.67,3061.8,2.7191,53.49,0.9223,104.88,19.54,0.7172,99.8,96.44,34.664,3.636
BATCH_01565,70.89,14.42,180.79,2908.9,2.6797,53.07,0.9367,495.66,24.91,0.7165,99.8,95.07,33.092,16.403
BATCH_01566,62.75,12.6,197.25,2283.7,2.7772,46.87,0.9542,99.69,23.49,0.7343,99.8,93.86,30.178,3.008
BATCH_01567,65.54,12.96,207.19,2692.5,2.8399,54.52,0.9531,99.31,28.17,0.8175,97.74,93.19,32.911,3.268
BATCH_01568,69.13,14.65,197.29,2432.5,2.8493,49.2,0.9235,446.46,26.38,0.7492,99.8,94.19,30.797,13.75
BATCH_01569,52.5,12.95,186.83,3153.0,2.725,61.61,0.9665,134.0,24.48,0.7656,99.0,95.01,33.383,4.473
BATCH_01570,60.77,14.31,155.04,2624.9,2.7698,58.54,0.9634,442.33,21.78,0.7673,99.43,94.19,31.443,13.908
BATCH_01571,71.35,11.91,179.93,2474.3,2.8213,52.02,0.9262,413.57,16.59,0.8204,97.86,93.41,31.255,12.926
BATCH_01572,54.97,15.12,166.67,2808.9,2.6735,47.57,0.9945,136.78,24.99,0.7343,98.73,94.06,32.031,4.381
BATCH_01573,67.35,13.14,171.4,2608.0,2.7879,58.35,0.9279,85.49,26.12,0.7489,99.01,94.82,31.918,2.729
BATCH_01574,54.15,12.89,170.64,3245.1,2.7318,47.07,0.9875,99.82,17.7,0.754,98.78,93.84,33.264,3.32
BATCH_01575,68.73,9.96,155.5,2579.6,2.6912,48.22,0.92,482.12,19.07,0.8041,99.01,91.97,27.562,13.288
BATCH_01576,64.71,13.07,131.07,2380.2,2.7306,48.6,0.9897,469.63,25.01,0.8129,98.14,92.09,27.009,12.684
BATCH_01577,52.08,10.84,163.3,2154.1,2.6652,54.47,0.9216,491.7,25.36,0.7785,98.67,93.33,28.596,14.06
BATCH_01578,74.32,11.22,184.83,2790.8,2.7891,58.38,0.9799,499.52,20.04,0.8093,97.96,94.29,31.353,15.661
BATCH_01579,59.12,10.87,146.3,2631.4,2.7005,50.34,0.9486,381.62,21.7,0.7676,99.23,93.6,27.655,10.554
BATCH_01580,58.52,10.37,180.39,2371.3,2.7123,46.44,0.9783,112.42,16.65,0.754,99.13,93.27,27.128,3.05
BATCH_01581,66.6,16.75,227.51,3156.8,2.6742,52.9,0.9517,95.8,29.51,0.8085,98.95,93.2,37.874,3.628
BATCH_01582,74.19,15.16,205.58,3000.2,2.8229,57.72,0.9256,458.98,18.8,0.7813,99.04,93.83,35.769,16.417
BATCH_01583,56.87,16.34,221.09,2791.5,2.7487,48.77,0.9806,429.85,26.17,0.7328,99.58,94.62,35.141,15.105
BATCH_01584,65.49,10.05,189.78,3209.3,2.7644,48.74,0.9256,132.79,23.86,0.8026,98.93,93.07,32.063,4.258
BATCH_01585,68.43,12.64,209.19,2998.8,2.7639,61.1,0.9928,80.25,29.16,0.7548,99.5,95.5,33.664,2.701
BATCH_01586,70.54,9.91,161.9,2553.1,2.7321,61.22,0.924,119.57,20.83,0.7504,99.45,95.31,29.467,3.523
BATCH_01587,66.41,11.11,163.89,2488.2,2.6885,61.84,0.9579,463.8,24.25,0.7998,97.89,93.89,28.156,13.059
BATCH_01588,62.06,10.66,111.52,3045.4,2.799,58.73,0.9771,498.23,17.21,0.761,99.32,93.17,27.878,13.889
BATCH_01589,58.38,14.98,209.65,2918.9,2.6754,48.2,0.9511,123.32,16.25,0.7805,99.11,96.71,36.189,4.463
BATCH_01590,65.69,11.71,218.51,2850.9,2.6708,48.6,0.9372,106.24,26.39,0.7919,99.39,94.57,34.116,3.624
BATCH_01591,56.42,14.64,166.17,2546.1,2.792,50.78,0.98,154.55,16.86,0.7345,99.46,95.58,31.217,4.825
BATCH_01592,41.63,13.71,173.65,2982.4,2.6918,50.41,0.982,149.7,23.09,0.7817,99.8,92.63,32.485,4.863
BATCH_01593,68.49,17.11,161.15,2573.4,2.7114,61.26,0.9929,404.8,28.05,0.8207,98.59,93.69,32.834,13.291
BATCH_01594,72.23,9.54,189.57,2769.4,2.745,58.41,0.9497,107.63,26.99,0.7289,99.12,94.72,29.952,3.224
BATCH_01595,46.1,15.02,208.12,3234.1,2.7399,57.31,0.96,95.94,21.34,0.7857,98.46,93.49,35.772,3.432
BATCH_01596,56.92,14.79,136.43,2601.7,2.7917,48.16,0.9487,419.11,17.65,0.7349,99.8,93.38,29.031,12.167
BATCH_01597,69.95,10.55,190.24,2328.1,2.7747,60.46,0.9403,116.24,26.04,0.8094,99.03,91.8,30.341,3.527
BATCH_01598,81.46,14.51,173.08,2484.2,2.7789,59.07,0.9793,104.78,29.37,0.8095,95.91,90.38,31.545,3.305
BATCH_01599,65.17,13.17,182.83,3098.3,2.7928,47.78,0.9468,408.09,21.35,0.7553,99.47,95.51,33.721,13.761
BATCH_01600,59.18,12.05,191.47,2876.4,2.7085,59.81,0.9538,455.79,20.79,0.8583,96.98,92.41,33.204,15.134
BATCH_01601,63.54,10.85,175.29,2761.3,2.7145,49.63,0.9519,500.85,21.9,0.8146,99.0,93.56,31.246,15.65
BATCH_01602,76.0,11.06,177.41,2647.3,2.7376,46.37,0.9763,460.78,26.29,0.7991,97.78,92.78,30.35,13.985
BATCH_01603,59.83,16.6,174.65,2945.6,2.7115,56.17,0.9925,136.63,28.91,0.7973,99.16,92.97,34.165,4.668
BATCH_01604,58.61,12.5,204.26,2545.3,2.847,56.11,0.9727,147.52,19.04,0.8111,99.12,93.29,31.681,4.674
BATCH_01605,61.14,14.06,190.47,2891.7,2.8128,46.61,0.9573,526.95,18.01,0.7323,99.8,95.95,32.22,16.978
BATCH_01606,57.37,10.92,185.51,2580.6,2.6829,50.42,0.9816,485.28,33.36,0.7804,99.5,93.83,29.596,14.362
BATCH_01607,65.98,10.94,148.23,2530.7,2.6511,61.88,0.9706,101.81,23.29,0.7884,99.77,94.82,28.201,2.871
BATCH_01608,78.0,14.66,170.54,2608.8,2.6586,56.53,0.9248,476.43,25.01,0.7575,98.25,92.79,30.424,14.495
BATCH_01609,67.58,9.8,202.47,2687.4,2.6988,57.41,0.9276,497.12,21.23,0.7926,98.6,92.52,30.146,14.986
BATCH_01610,62.98,11.67,180.94,2785.4,2.6729,48.62,0.923,420.71,25.96,0.8237,98.09,92.65,32.6,13.715
BATCH_01611,62.67,12.57,196.49,2870.6,2.7567,46.34,0.9561,110.69,27.84,0.758,99.0,94.54,33.116,3.666
BATCH_01612,52.49,12.72,224.16,1800.0,2.8216,49.71,0.9852,520.59,25.2,0.7731,98.77,93.94,29.858,15.544
BATCH_01613,72.06,12.14,205.97,2557.7,2.7974,49.23,0.9447,133.72,30.96,0.7429,99.8,96.12,33.651,4.5
BATCH_01614,64.38,13.29,182.33,2682.5,2.6931,48.99,0.9503,408.38,22.69,0.7047,99.8,96.68,30.198,12.332
BATCH_01615,63.56,13.89,167.23,3251.5,2.7299,48.28,0.9918,471.24,22.95,0.8078,98.71,91.66,34.804,16.401
BATCH_01616,90.54,13.97,116.16,2476.0,2.7516,54.77,0.9861,440.61,24.93,0.7761,92.14,88.02,28.118,12.389
BATCH_01617,67.39,10.53,175.79,2848.8,2.812,50.58,0.9725,96.69,25.86,0.7795,98.97,91.11,31.495,3.045
BATCH_01618,58.99,11.93,171.85,3248.5,2.8178,58.95,0.9411,166.47,24.91,0.7385,99.8,97.11,32.838,5.467
BATCH_01619,61.59,14.89,189.76,2406.1,2.8319,48.13,0.9292,511.34,18.86,0.771,98.52,93.79,30.567,15.63
BATCH_01620,74.19,14.29,176.15,2918.2,2.7518,52.9,0.9213,480.32,25.25,0.8228,98.14,92.5,33.526,16.103
BATCH_01621,65.91,9.75,171.99,2559.3,2.7889,45.23,0.9285,98.61,22.5,0.7794,98.0,93.8,29.374,2.897
BATCH_01622,53.49,13.2,135.52,2648.6,2.6724,53.19,0.9431,149.49,21.68,0.781,98.28,94.2,27.735,4.146
BATCH_01623,72.35,8.54,156.5,2559.1,2.7631,45.95,0.9636,443.8,24.13,0.7886,99.24,93.61,29.299,13.003
BATCH_01624,59.65,12.59,191.92,2580.4,2.6997,61.62,0.9251,135.73,20.15,0.7313,99.63,95.02,31.636,4.294
BATCH_01625,79.99,16.3,222.9,3600.0,2.7363,58.44,0.9308,522.84,19.46,0.8062,97.37,92.05,40.013,20.921
BATCH_01626,73.64,10.6,177.56,3053.3,2.7768,53.33,0.9343,366.53,13.54,0.7314,99.8,95.72,30.569,11.204
BATCH_01627,61.42,10.83,188.2,3130.5,2.7014,46.47,0.9699,495.88,30.99,0.7445,99.8,93.84,33.1,16.414
BATCH_01628,75.25,14.03,203.81,2947.6,2.6604,55.07,0.9686,103.28,26.22,0.7405,99.07,95.53,35.148,3.63
BATCH_01629,65.54,9.41,159.73,2318.1,2.652,57.9,0.9635,515.27,23.53,0.776,98.87,94.47,27.526,14.184
BATCH_01630,71.82,11.23,189.17,2918.5,2.6544,48.24,0.9398,134.53,21.33,0.7693,98.77,93.58,32.117,4.321
BATCH_01631,68.88,13.69,161.49,3121.9,2.6517,54.66,0.9493,80.67,12.5,0.7838,98.36,94.53,32.245,2.601
BATCH_01632,58.23,11.23,201.62,2544.0,2.6721,58.84,0.9276,123.8,21.09,0.7481,99.8,94.54,30.937,3.83
BATCH_01633,59.85,12.03,183.79,3089.6,2.6979,58.06,0.9379,476.39,26.86,0.825,98.56,92.4,32.915,15.68
BATCH_01634,73.24,13.99,187.46,3011.3,2.6942,58.65,0.9909,415.04,27.77,0.8186,98.55,92.55,34.657,14.384
BATCH_01635,62.32,13.34,160.44,3355.6,2.8474,59.95,0.9974,110.18,26.57,0.7787,98.66,91.45,32.942,3.63
BATCH_01636,61.77,13.03,197.68,2674.7,2.7112,60.94,0.9712,147.68,24.63,0.767,99.4,93.66,32.971,4.869
BATCH_01637,57.36,11.82,232.12,2470.7,2.6755,51.89,0.9924,107.14,29.22,0.7634,98.39,95.0,32.085,3.438
BATCH_01638,68.39,13.24,154.8,2691.5,2.7591,54.67,0.9708,412.23,22.69,0.7746,99.76,93.96,30.393,12.529
BATCH_01639,81.5,12.25,171.51,3230.7,2.8216,58.44,0.9226,465.2,28.34,0.7315,96.53,90.75,33.28,15.482
BATCH_01640,56.46,13.42,185.79,2251.5,2.7856,56.85,0.9987,93.3,22.46,0.7495,99.05,95.63,29.759,2.777
BATCH_01641,65.19,11.51,199.66,2179.5,2.7092,61.92,0.9278,479.19,20.48,0.8228,98.2,92.39,30.706,14.714
BATCH_01642,76.3,12.13,166.01,2826.8,2.7623,45.23,0.9739,188.72,19.98,0.8009,98.21,91.43,31.728,5.988
BATCH_01643,64.36,10.52,109.17,2667.2,2.793,51.04,0.94,453.32,19.74,0.8546,97.56,94.03,27.077,12.274
BATCH_01644,68.62,12.43,213.98,2802.3,2.7956,49.78,0.951,465.86,26.64,0.7778,98.45,92.85,34.522,16.082
BATCH_01645,56.5,10.88,199.01,3083.6,2.7833,49.46,0.971,550.81,21.03,0.7757,99.65,94.84,33.191,18.282
BATCH_01646,68.43,10.27,136.43,2634.2,2.8242,48.78,0.9545,406.56,19.87,0.7743,98.23,93.22,28.751,11.689
BATCH_01647,63.5,13.02,164.81,2238.1,2.824,57.06,0.9398,513.61,26.85,0.7783,98.23,94.02,30.629,15.731
BATCH_01648,72.89,12.93,219.2,3413.3,2.7658,46.44,0.9464,148.31,25.31,0.7651,99.17,93.34,36.287,5.382
BATCH_01649,74.5,14.07,216.19,2500.8,2.736,57.61,0.947,498.44,27.85,0.8028,97.91,91.98,34.049,16.972
BATCH_01650,85.72,11.64,203.47,2482.3,2.7783,56.79,0.9958,518.13,26.05,0.7936,95.13,88.85,30.958,16.04
BATCH_01651,69.64,13.32,175.6,3131.1,2.8136,49.26,0.9831,150.19,20.99,0.7725,98.57,94.45,32.601,4.896
BATCH_01652,67.61,13.6,182.07,2684.7,2.6511,49.3,0.9562,111.09,24.3,0.8434,98.61,93.27,32.422,3.602
BATCH_01653,66.56,13.39,176.73,2781.0,2.8484,55.69,0.9358,509.26,24.5,0.8696,97.84,91.39,31.664,16.125
BATCH_01654,62.17,10.85,208.21,2944.8,2.6866,57.96,0.9841,141.98,20.32,0.8409,98.55,94.42,32.691,4.642
BATCH_01655,67.71,12.8,158.1,3125.1,2.744,59.9,0.9324,98.72,19.58,0.817,99.2,93.11,33.015,3.259
BATCH_01656,62.64,13.23,159.86,2700.0,2.8244,59.49,0.9366,462.0,21.28,0.8256,98.15,93.18,30.803,14.231
BATCH_01657,66.35,12.51,205.26,3256.0,2.695,61.4,0.9489,427.77,32.15,0.8698,96.83,90.06,36.183,15.478
BATCH_01658,75.54,8.33,178.89,2159.3,2.7454,54.88,0.9895,115.43,22.35,0.8264,97.94,91.71,27.634,3.19
BATCH_01659,56.95,12.82,214.46,3027.9,2.6765,60.45,0.9304,502.4,28.93,0.7731,98.76,94.55,36.179,18.176
BATCH_01660,74.12,16.93,163.21,2548.1,2.729,58.74,0.9297,135.92,22.13,0.8126,97.98,92.88,33.081,4.497
BATCH_01661,75.54,11.78,178.63,3211.7,2.6854,60.21,0.959,131.61,27.56,0.8224,98.08,92.62,34.298,4.514
BATCH_01662,64.06,11.04,156.94,2842.6,2.7227,45.2,0.9418,111.01,27.61,0.758,99.18,93.62,30.356,3.37
BATCH_01663,48.03,13.25,180.18,2598.1,2.7247,61.42,0.9649,401.1,27.81,0.7869,98.49,93.78,31.83,12.767
BATCH_01664,60.14,13.12,143.04,2998.9,2.8486,53.05,0.9557,504.32,25.55,0.8427,97.72,92.26,32.557,16.419
BATCH_01665,75.38,14.89,167.81,3068.0,2.849,58.57,0.9544,149.76,29.51,0.7262,99.8,93.93,33.857,5.07
BATCH_01666,64.82,9.98,144.09,2992.6,2.673,47.16,0.9288,112.93,25.51,0.7496,99.8,95.3,29.54,3.336
BATCH_01667,57.01,13.96,197.35,2491.1,2.7952,51.73,0.9311,408.28,30.85,0.793,97.89,91.79,32.598,13.309
BATCH_01668,60.96,13.68,197.91,2654.8,2.6603,49.61,0.9849,134.13,17.52,0.8147,98.25,93.09,33.537,4.498
BATCH_01669,71.72,12.22,136.74,2798.8,2.656,49.96,0.99,474.48,25.39,0.7467,99.57,96.51,28.864,13.695
BATCH_01670,69.37,13.18,213.35,2787.6,2.6711,47.1,0.9385,424.84,25.13,0.7964,98.05,94.08,33.451,14.211
BATCH_01671,63.09,14.56,242.44,3024.9,2.8431,58.7,0.929,97.19,20.25,0.848,97.63,92.68,38.639,3.755
BATCH_01672,62.07,14.24,181.15,2195.5,2.8382,45.16,0.9242,433.43,26.32,0.8051,98.53,92.27,32.161,13.94
BATCH_01673,61.87,10.21,163.97,2900.3,2.6888,50.31,0.9681,493.73,18.04,0.8403,98.17,93.98,29.966,14.795
BATCH_01674,57.62,14.14,250.61,2713.0,2.6823,47.96,0.9765,447.66,21.38,0.7795,99.06,95.23,35.456,15.872
BATCH_01675,77.92,12.37,147.03,2548.4,2.6981,55.01,0.9495,107.9,16.0,0.7713,97.51,91.83,30.07,3.245
BATCH_01676,62.42,12.65,180.5,2577.3,2.7531,49.32,0.9737,415.79,30.23,0.8381,98.97,91.8,31.953,13.286
BATCH_01677,74.74,12.65,184.49,2735.6,2.7639,49.4,0.9763,111.8,23.07,0.8193,98.72,94.03,32.779,3.665
BATCH_01678,77.17,12.2,213.63,1800.0,2.6943,53.3,0.9939,122.76,32.67,0.7576,98.86,95.2,30.03,3.686
BATCH_01679,72.99,14.88,188.99,2589.6,2.8013,56.1,0.9251,157.88,27.21,0.7734,99.53,92.75,32.581,5.144
BATCH_01680,61.55,12.33,167.53,2537.3,2.7119,47.06,0.9352,533.07,25.79,0.8685,97.46,90.45,31.012,16.532
BATCH_01681,68.23,10.26,156.22,2959.8,2.8344,47.98,0.9254,88.97,21.66,0.7694,99.74,93.98,30.326,2.698
BATCH_01682,64.81,11.71,171.45,2558.3,2.7813,49.2,0.9886,435.94,19.81,0.8442,97.91,89.94,29.854,13.014
BATCH_01683,57.77,12.86,154.83,2735.5,2.7373,61.55,0.9826,151.41,26.09,0.7882,98.88,93.64,30.916,4.681
BATCH_01684,67.59,14.96,181.2,3262.7,2.808,51.75,0.9654,441.49,23.71,0.8076,98.81,94.28,36.328,16.039
BATCH_01685,55.57,13.71,165.9,3098.3,2.8136,55.18,0.9266,429.78,18.64,0.82,98.98,91.32,33.06,14.209
BATCH_01686,74.5,10.8,142.65,3070.7,2.7081,49.11,0.9416,99.53,17.93,0.7246,99.8,95.46,30.006,2.986
BATCH_01687,61.28,17.47,211.38,2650.0,2.7179,53.34,0.9435,459.34,20.17,0.7506,99.77,94.05,35.531,16.321
BATCH_01688,66.61,13.03,167.56,2962.9,2.8372,46.26,0.9643,402.15,31.28,0.813,98.65,94.59,32.235,12.963
BATCH_01689,67.27,15.05,148.3,2729.8,2.6829,45.59,0.9404,458.46,32.85,0.781,99.27,93.24,31.979,14.661
BATCH_01690,62.93,12.2,175.79,2741.2,2.6584,52.97,0.9258,181.88,24.82,0.8503,98.14,93.46,31.242,5.682
BATCH_01691,69.69,13.57,181.71,2922.9,2.7408,51.78,0.9777,437.08,24.6,0.7466,99.8,94.14,33.932,14.831
BATCH_01692,61.2,14.18,136.34,2620.9,2.8102,47.33,0.9436,468.76,22.65,0.8339,97.86,93.15,30.784,14.431
BATCH_01693,71.97,14.94,188.29,3247.9,2.8043,56.69,0.9557,500.8,20.26,0.7567,99.8,94.72,34.542,17.298
BATCH_01694,54.23,14.61,153.82,2752.0,2.8339,61.88,0.9301,95.63,29.5,0.7981,98.77,93.21,33.04,3.16
BATCH_01695,66.01,14.24,222.78,2985.5,2.7566,51.73,0.9834,473.16,31.49,0.7701,99.53,93.32,35.818,16.948
BATCH_01696,80.51,11.87,193.1,3236.7,2.67,55.62,0.9647,443.69,20.43,0.8892,95.51,88.57,34.134,15.145
BATCH_01697,57.0,11.36,170.0,3109.5,2.7677,61.37,0.9912,449.57,23.67,0.76,99.78,93.94,32.819,14.754
BATCH_01698,59.58,13.17,161.37,2377.3,2.8057,59.14,0.9591,416.8,22.2,0.8091,98.91,92.36,30.254,12.61
BATCH_01699,69.11,14.37,177.38,2933.5,2.6687,52.88,0.9944,135.83,22.32,0.7454,99.48,96.25,31.692,4.305
BATCH_01700,66.44,12.05,195.32,3055.2,2.6845,57.54,0.9905,90.53,28.74,0.8789,98.01,91.72,33.708,3.051
BATCH_01701,67.81,14.63,179.36,3067.6,2.6525,47.18,0.9655,103.19,18.75,0.8314,98.41,93.09,34.669,3.578
BATCH_01702,68.91,15.41,174.57,2466.0,2.7687,53.71,0.9938,396.83,25.87,0.8213,98.37,92.33,30.42,12.072
